#framerate (fps):	2.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon
00015	 19	 11.6530	 2.6397	 1.2000	 0.4719	 1.0130	 (((119620.169889, 16886.434819), (113439.830008, 16886.434853), (108439.830031, 20519.147512), (108380.964094, 20700.316960), (111920.988544, 34327.120874), (125444.890320, 29736.624203), (126321.710014, 27038.050662), (120632.819133, 17622.167552), (119620.169889, 16886.434819)))
00015	 36	 11.6588	 17.9870	 1.2000	 0.3739	 0.9837	 (((113497.830008, 170359.434853), (108497.830031, 173992.147512), (106588.000000, 179870.000036), (107865.252219, 183800.978120), (120447.793809, 188821.400698), (124678.169948, 185747.852517), (126588.000000, 179869.999928), (124678.169906, 173992.147425), (119814.161942, 170458.238828), (119579.398319, 170359.434820), (113497.830008, 170359.434853)))
00015	 46	 11.9618	 14.3262	 1.2000	 0.6112	 0.9648	 (((122708.169889, 133751.434819), (116527.830008, 133751.434853), (113115.549874, 136230.601512), (117303.222787, 152772.565168), (120559.711461, 152772.564515), (122113.682984, 152376.136280), (125446.697129, 135741.091297), (122708.169889, 133751.434819)))
00015	 40	 12.0405	 3.7813	 1.2000	 0.4733	 1.0122	 (((128495.169906, 31935.147425), (125461.432082, 29731.007905), (111920.988544, 34327.120874), (110822.442047, 36528.245503), (110405.000000, 37813.000036), (112314.830073, 43690.852546), (115982.698418, 46355.714872), (125896.212856, 42831.480079), (129632.564508, 35435.687985), (128495.169906, 31935.147425)))
00015	 17	 12.2194	 8.7130	 1.2000	 0.4337	 0.9643	 (((119103.830008, 77619.434853), (114103.830031, 81252.147512), (112938.003892, 84840.191477), (113063.025188, 89804.584521), (114103.830073, 93007.852546), (119103.830077, 96640.565170), (125284.169957, 96640.565159), (130284.169948, 93007.852517), (130566.256136, 92139.680498), (121831.969339, 77619.434838), (119103.830008, 77619.434853)))
00015	 45	 12.4289	 16.1572	 1.2000	 0.3492	 0.9821	 (((132379.169906, 155694.147425), (130265.194728, 154158.254575), (122113.682984, 152376.136280), (120036.242864, 152906.104756), (116198.830031, 155694.147512), (114289.000000, 161572.000036), (116198.830073, 167449.852546), (121062.851928, 170983.771262), (121297.591530, 171082.565169), (127379.169957, 171082.565159), (132379.169948, 167449.852517), (134289.000000, 161571.999928), (132379.169906, 155694.147425)))
00015	 50	 12.4805	 5.0190	 1.2000	 0.6066	 0.9863	 (((116059.732570, 46328.330211), (115369.143574, 48453.744624), (119832.243833, 58332.787413), (119931.977994, 58405.248540), (132338.501091, 53947.957821), (132722.846656, 52511.776048), (125896.212856, 42831.480079), (116059.732570, 46328.330211)))
00015	 34	 12.7928	 14.4927	 1.2000	 0.6527	 0.9951	 (((125511.745859, 135416.434849), (122113.682984, 152376.136280), (131139.516234, 154349.401928), (133135.603570, 152899.159585), (132377.412164, 138631.095576), (127121.100849, 135416.434840), (125511.745859, 135416.434849)))
00015	 28	 12.8919	 6.1641	 1.2000	 0.5481	 0.9610	 (((118969.821771, 61797.413361), (120828.830073, 67518.852546), (122933.842838, 69048.233833), (138042.680869, 64338.032965), (138255.490272, 63683.072970), (132338.501091, 53947.957821), (119975.432617, 58389.636601), (119451.326518, 60002.667454), (118969.821771, 61797.413361)))
00015	 41	 13.0064	 8.2396	 1.2000	 0.6184	 0.9851	 (((121973.830031, 76518.147512), (121691.743941, 77386.319238), (130426.032340, 91906.565163), (133154.169957, 91906.565159), (138154.169948, 88273.852517), (138985.808436, 85714.332429), (133539.792216, 77534.316276), (123241.398679, 75597.204973), (121973.830031, 76518.147512)))
00015	 47	 13.0309	 1.8072	 1.2000	 0.4487	 0.9846	 (((133399.169889, 8561.434819), (127218.830008, 8561.434853), (122218.830031, 12194.147512), (120517.289979, 17430.949387), (126206.182935, 26846.833959), (127218.830077, 27582.565170), (133399.169957, 27582.565159), (134386.550152, 26865.191454), (135618.599282, 10173.944640), (133399.169889, 8561.434819)))
00015	 8	 13.2068	 7.1742	 1.2000	 0.6856	 0.9861	 (((140158.169906, 65864.147425), (138053.157746, 64334.766588), (122944.318974, 69044.967520), (122068.000000, 71742.000036), (123325.789441, 75613.077850), (133539.792216, 77534.316276), (140336.968829, 66414.433914), (140158.169906, 65864.147425)))
00015	 29	 13.3194	 4.4274	 1.2000	 0.5123	 0.9671	 (((136284.169889, 34763.434819), (130103.830008, 34763.434853), (129895.846514, 34914.543708), (125896.212856, 42831.480079), (132722.846656, 52511.776048), (142990.831883, 44899.287170), (143194.000000, 44273.999928), (141284.169906, 38396.147425), (136284.169889, 34763.434819)))
00015	 16	 13.5955	 13.1802	 1.2000	 0.4293	 0.9894	 (((145111.441470, 129205.793790), (144045.169906, 125924.147425), (139045.169889, 122291.434819), (132864.830008, 122291.434853), (127864.830031, 125924.147512), (125955.000000, 131802.000036), (127131.459959, 135422.771443), (132377.412164, 138631.095576), (140125.072902, 137701.474531), (145111.441470, 129205.793790)))
00015	 39	 13.7469	 14.4420	 1.2000	 0.5832	 0.9898	 (((134378.830077, 153930.565170), (140559.169957, 153930.565159), (145559.169948, 150297.852517), (146323.511555, 147945.450932), (140125.072902, 137701.474531), (132377.412164, 138631.095576), (133142.686088, 153032.453996), (134378.830077, 153930.565170)))
00015	 10	 13.9366	 7.6203	 1.2000	 0.7241	 0.9695	 (((142456.169889, 66692.434819), (140167.037475, 66692.434832), (133539.792216, 77534.316276), (138985.297653, 85713.565165), (142456.169957, 85713.565159), (143024.876003, 85300.376030), (144796.434949, 68392.736890), (142456.169889, 66692.434819)))
00015	 15	 13.9711	 1.8766	 1.2000	 0.5764	 0.9893	 (((142801.169889, 9255.434819), (136620.830008, 9255.434853), (135633.207783, 9972.984408), (134401.190551, 26663.902666), (136620.830077, 28276.565170), (140407.561922, 28276.640463), (147598.244094, 12740.919115), (142801.169889, 9255.434819)))
00015	 35	 14.0742	 5.4455	 1.2000	 0.5464	 0.9582	 (((143832.169889, 44944.434819), (142929.934638, 44944.434824), (132722.846656, 52511.776048), (132338.501091, 53947.957821), (138427.187346, 63965.565168), (141597.716833, 63965.565163), (149169.199771, 49614.418669), (148832.169906, 48577.147425), (143832.169889, 44944.434819)))
00015	 44	 14.6605	 10.7541	 1.2000	 0.3790	 0.9906	 (((156605.000000, 107540.999928), (156571.010681, 107436.391562), (145649.942746, 98030.434841), (143514.830008, 98030.434853), (138514.830031, 101663.147512), (136605.000000, 107541.000036), (138514.830073, 113418.852546), (143514.830077, 117051.565170), (149695.169957, 117051.565159), (154695.169948, 113418.852517), (156605.000000, 107540.999928)))
00015	 9	 14.7309	 13.8466	 1.2000	 0.4363	 0.9795	 (((145258.379898, 128955.434847), (140125.072902, 137701.474531), (146342.332782, 147976.565166), (150399.169957, 147976.565159), (155399.169948, 144343.852517), (157309.000000, 138465.999928), (155399.169906, 132588.147425), (150399.169889, 128955.434819), (145258.379898, 128955.434847)))
00015	 18	 14.8109	 2.2653	 1.2000	 0.5951	 0.9601	 (((156199.169906, 16775.147425), (151199.169889, 13142.434819), (147412.308256, 13142.640022), (140221.602207, 28678.412958), (145018.830077, 32163.565170), (147196.399863, 32163.484631), (156510.301304, 17733.000625), (156199.169906, 16775.147425)))
00015	 42	 14.8490	 7.7159	 1.2000	 0.5296	 0.9982	 (((152778.299194, 68518.926702), (145059.114574, 67895.979108), (144831.126544, 68061.620722), (143059.567474, 84969.264871), (145399.830077, 86669.565170), (148742.236634, 86669.565164), (157724.403155, 74802.735178), (156580.169906, 71281.147425), (152778.299194, 68518.926702)))
00015	 6	 14.9931	 5.9303	 1.2000	 0.4639	 0.9726	 (((159622.371064, 58353.137754), (149823.114706, 49792.434837), (149075.282293, 49792.434841), (141503.800271, 64143.581483), (141840.830073, 65180.852546), (145642.704484, 67943.075977), (153361.882593, 68566.022939), (158021.169948, 65180.852517), (159931.000000, 59302.999928), (159622.371064, 58353.137754)))
00015	 24	 15.1577	 18.7287	 1.2000	 0.3403	 0.9839	 (((161577.000000, 187287.000000), (159667.169906, 181409.147425), (154667.169889, 177776.434819), (148486.830008, 177776.434853), (143486.830031, 181409.147512), (141577.000000, 187287.000036), (143486.830073, 193164.852546), (148486.830077, 196797.565170), (154667.169957, 196797.565159), (159667.169948, 193164.852517), (161577.000000, 187287.000000)))
00015	 32	 15.5197	 9.7565	 1.2000	 0.4240	 0.9934	 (((165197.000000, 97564.999928), (163518.121209, 92397.942431), (150014.310573, 89574.727341), (147106.830031, 91687.147512), (145197.000000, 97565.000036), (145230.972722, 97669.557323), (156152.064506, 107075.565162), (158287.169957, 107075.565159), (163287.169948, 103442.852517), (165197.000000, 97564.999928)))
00015	 7	 15.5487	 2.7415	 1.2000	 0.4363	 0.9696	 (((158577.169889, 17904.434819), (156399.619947, 17904.484676), (147085.709318, 32334.982917), (147396.830073, 33292.852546), (152396.830077, 36925.565170), (158577.169957, 36925.565159), (163577.169948, 33292.852517), (165487.000000, 27414.999928), (163577.169906, 21537.147425), (158577.169889, 17904.434819)))
00015	 27	 15.7964	 8.4330	 1.2000	 0.4424	 0.9868	 (((157711.621880, 74819.434837), (148729.519229, 86686.025937), (149642.944510, 89497.087001), (163146.932792, 92320.083955), (166054.169948, 90207.852517), (167964.000000, 84329.999928), (166054.169906, 78452.147425), (161054.169889, 74819.434819), (157711.621880, 74819.434837)))
00015	 31	 15.9262	 4.8622	 1.2000	 0.3693	 0.9822	 (((149262.000000, 48622.000036), (149570.831280, 49572.484973), (159369.554515, 58132.565164), (162352.169957, 58132.565159), (167352.169948, 54499.852517), (169262.000000, 48621.999928), (167352.169906, 42744.147425), (162352.169889, 39111.434819), (156171.830008, 39111.434853), (151171.830031, 42744.147512), (149262.000000, 48622.000036)))
00016	 48	 6.1639	 12.5968	 1.2000	 0.3559	 1.0053	 (((64729.169889, 116457.434819), (58548.830008, 116457.434853), (53548.830031, 120090.147512), (51639.000000, 125968.000036), (53548.830073, 131845.852546), (58548.830077, 135478.565170), (64729.169957, 135478.565159), (69729.169948, 131845.852517), (71078.702122, 127692.419558), (66834.361450, 117986.945998), (64729.169889, 116457.434819)))
00016	 21	 7.5789	 7.1611	 1.2000	 0.3517	 1.0115	 (((81611.812857, 64085.816124), (78879.169889, 62100.434819), (72698.830008, 62100.434853), (67698.830031, 65733.147512), (65789.000000, 71611.000036), (67698.830073, 77488.852546), (72698.830077, 81121.565170), (78879.169957, 81121.565159), (83879.169948, 77488.852517), (85347.026866, 72971.253441), (81611.812857, 64085.816124)))
00016	 30	 7.6008	 15.6556	 1.2000	 0.3403	 1.0044	 (((86008.000000, 156556.000000), (84098.169906, 150678.147425), (79098.169889, 147045.434819), (72917.830008, 147045.434853), (67917.830031, 150678.147512), (66008.000000, 156556.000036), (67917.830073, 162433.852546), (72917.830077, 166066.565170), (79098.169957, 166066.565159), (84098.169948, 162433.852517), (86008.000000, 156556.000000)))
00016	 2	 7.6221	 11.9591	 1.2000	 0.4475	 0.9798	 (((79311.169889, 110080.434819), (73130.830008, 110080.434853), (68130.830031, 113713.147512), (66781.376569, 117866.338271), (71025.990703, 127572.309858), (72379.198862, 128555.473130), (78475.253715, 126525.068911), (84722.652270, 114979.559894), (84311.169906, 113713.147425), (79311.169889, 110080.434819)))
00016	 11	 8.0829	 13.3426	 1.2000	 0.4326	 0.9339	 (((90829.000000, 133426.000000), (90699.143470, 133026.342631), (78475.253715, 126525.068911), (72415.454691, 128543.394487), (70829.000000, 133426.000036), (72738.830073, 139303.852546), (77738.830077, 142936.565170), (83919.169957, 142936.565159), (88919.169948, 139303.852517), (90829.000000, 133426.000000)))
00016	 3	 8.2817	 9.9821	 1.2000	 0.3403	 1.0129	 (((92817.000000, 99821.000000), (90907.169906, 93943.147425), (85907.169889, 90310.434819), (79726.830008, 90310.434853), (74726.830031, 93943.147512), (72817.000000, 99821.000036), (74726.830073, 105698.852546), (79726.830077, 109331.565170), (85907.169957, 109331.565159), (90907.169948, 105698.852517), (92817.000000, 99821.000000)))
00016	 22	 8.4030	 18.4993	 1.2000	 0.4019	 0.9994	 (((92859.790041, 181391.464085), (78718.932331, 177096.011482), (75939.830031, 179115.147512), (74030.000000, 184993.000036), (75939.830073, 190870.852546), (80939.830077, 194503.565170), (87120.169957, 194503.565159), (90362.959406, 192147.319377), (93775.501188, 184209.711210), (92859.790041, 181391.464085)))
00016	 37	 8.4338	 3.9060	 1.2000	 0.3403	 0.9854	 (((94338.000000, 39060.000000), (92428.169906, 33182.147425), (87428.169889, 29549.434819), (81247.830008, 29549.434853), (76247.830031, 33182.147512), (74338.000000, 39060.000036), (76247.830073, 44937.852546), (81247.830077, 48570.565170), (87428.169957, 48570.565159), (92428.169948, 44937.852517), (94338.000000, 39060.000000)))
00016	 23	 8.5513	 12.4619	 1.2000	 0.6175	 0.9875	 (((84652.915303, 115108.434841), (78475.253715, 126525.068911), (90365.711533, 132849.003744), (93603.169948, 130496.852517), (94500.892669, 127733.946074), (87791.794868, 115108.434824), (84652.915303, 115108.434841)))
00016	 1	 8.7525	 17.3487	 1.2000	 0.3920	 1.0002	 (((78695.277214, 177088.742913), (92835.986277, 181384.047652), (95615.169948, 179364.852517), (97525.000000, 173486.999928), (95615.169906, 167609.147425), (90615.169889, 163976.434819), (84434.830008, 163976.434853), (79434.830031, 167609.147512), (77525.000000, 173487.000036), (78695.277214, 177088.742913)))
00016	 12	 9.1062	 6.5190	 1.2000	 0.3562	 1.0007	 (((93492.468275, 55679.434823), (87971.830008, 55679.434853), (82971.830031, 59312.147512), (81503.935501, 63829.862403), (85239.575728, 72715.466198), (87971.830077, 74700.565170), (94152.169957, 74700.565159), (99152.169948, 71067.852517), (101062.000000, 65189.999928), (99490.613136, 60353.768559), (93492.468275, 55679.434823)))
00016	 13	 9.6949	 11.8542	 1.2000	 0.3817	 0.9645	 (((88858.830031, 112664.147512), (87961.107754, 115427.052623), (94670.205312, 128052.565168), (100039.169957, 128052.565159), (105039.169948, 124419.852517), (106949.000000, 118541.999928), (105039.169906, 112664.147425), (100039.169889, 109031.434819), (93858.830008, 109031.434853), (88858.830031, 112664.147512)))
00016	 33	 9.9912	 19.1821	 1.2000	 0.3728	 0.9994	 (((103002.169889, 182310.434819), (96821.830008, 182310.434853), (93578.941592, 184666.910902), (90166.445323, 192604.413208), (91821.830073, 197698.852546), (94989.080066, 199999.994350), (104834.919964, 199999.994333), (108002.169948, 197698.852517), (108067.425641, 197499.189927), (108384.302839, 187118.342809), (108002.169906, 185943.147425), (103002.169889, 182310.434819)))
00016	 25	 10.2121	 5.0999	 1.2000	 0.3695	 0.9628	 (((111419.834910, 48841.035724), (110211.169906, 45121.147425), (105211.169889, 41488.434819), (99030.830008, 41488.434853), (94030.830031, 45121.147512), (92121.000000, 50999.000036), (93692.386821, 55835.231332), (99690.531734, 60509.565168), (105211.169957, 60509.565159), (105861.116870, 60037.351084), (111419.834910, 48841.035724)))
00016	 4	 10.3538	 1.9714	 1.2000	 0.4180	 1.0121	 (((112364.924615, 16103.645211), (102833.198869, 10203.434840), (100447.830008, 10203.434853), (95447.830031, 13836.147512), (93538.000000, 19714.000036), (95447.830073, 25591.852546), (99558.759678, 28578.617718), (112957.586643, 21500.328634), (113538.000000, 19713.999928), (112364.924615, 16103.645211)))
00016	 43	 10.6678	 14.8427	 1.2000	 0.4234	 0.9743	 (((107855.253011, 138916.434830), (103587.830008, 138916.434853), (98587.830031, 142549.147512), (96678.000000, 148427.000036), (98587.830073, 154304.852546), (103587.830077, 157937.565170), (109768.169957, 157937.565159), (114533.020141, 154475.698853), (107855.253011, 138916.434830)))
00016	 14	 10.8763	 8.7852	 1.2000	 0.3431	 0.9887	 (((116853.169906, 81974.147425), (111853.169889, 78341.434819), (105672.830008, 78341.434853), (100672.830031, 81974.147512), (98763.000000, 87852.000036), (100672.830073, 93729.852546), (105672.830077, 97362.565170), (111853.169957, 97362.565159), (116853.169948, 93729.852517), (118011.556201, 90164.706213), (117721.818728, 84647.573543), (116853.169906, 81974.147425)))
00016	 38	 10.9124	 3.0288	 1.2000	 0.4517	 1.0122	 (((113103.240236, 21423.382228), (99704.412797, 28501.673102), (99124.000000, 30288.000036), (101033.830073, 36165.852546), (106033.830077, 39798.565170), (112214.169957, 39798.565159), (115952.350505, 37082.618007), (117034.945811, 35027.178392), (113444.282911, 21671.164233), (113103.240236, 21423.382228)))
00016	 20	 11.1660	 0.6593	 1.2000	 0.4022	 0.9964	 (((102833.137045, 10203.544566), (112365.262541, 16103.565163), (114750.169957, 16103.565159), (119750.169948, 12470.852517), (121660.000000, 6592.999928), (119750.169906, 715.147425), (118765.860649, 0.004898), (104554.139280, 0.004975), (103569.830031, 715.147512), (101660.000000, 6593.000036), (102833.137045, 10203.544566)))
00016	 5	 11.5322	 5.7553	 1.2000	 0.3857	 0.9940	 (((118412.169889, 48042.434819), (112231.830008, 48042.434853), (111581.882893, 48514.649077), (106023.164077, 59710.961149), (107231.830073, 63430.852546), (112231.830077, 67063.565170), (118412.169957, 67063.565159), (123412.169948, 63430.852517), (124360.858231, 60511.090202), (124652.651354, 59457.188244), (120199.681643, 49341.138111), (118412.169889, 48042.434819)))
